E_rebin_0.2eV (eV):Sum Ch12+14:Sum Ch12:Sum Ch14:Ch12 p16b rebin:Ch12 p16d rebin:Ch12 p17a rebin:Ch14 p16b rebin:Ch14 p16d rebin:Ch14 p17a rebin
45.700	2559.7	962.42	1597.3	259.73	461.61	241.08	524.86	946.95	125.47
45.900	2577.0	957.61	1619.4	247.88	488.78	220.95	537.68	952.28	129.40
46.100	2502.6	945.70	1556.9	274.62	437.68	233.40	522.95	911.71	122.19
46.300	2594.6	958.18	1636.5	265.66	448.15	244.37	562.77	947.40	126.29
46.500	2564.7	930.61	1634.0	246.32	445.78	238.52	565.10	941.68	127.26
46.700	2489.9	910.17	1579.7	242.25	430.05	237.86	529.36	924.34	126.00
46.900	2399.9	910.58	1489.4	251.28	437.64	221.66	534.97	841.88	112.52
47.100	2455.2	923.73	1531.5	256.40	452.33	215.01	501.68	908.82	120.95
47.300	2456.7	905.11	1551.6	240.41	444.68	220.02	528.41	901.76	121.39
47.500	2374.8	871.42	1503.3	236.62	422.02	212.78	522.95	863.95	116.43
47.700	2465.8	926.49	1539.3	263.04	431.68	231.77	503.29	914.84	121.20
47.900	2510.8	960.74	1550.1	266.73	468.14	225.87	505.19	920.65	124.25
48.100	2397.8	900.40	1497.4	242.26	413.58	244.56	463.13	911.31	122.91
48.300	2387.5	897.81	1489.7	238.13	424.72	234.96	500.38	872.60	116.68
48.500	2448.7	906.89	1541.8	232.03	463.98	210.89	516.96	902.69	122.13
48.700	2411.1	907.19	1503.9	242.57	453.33	211.28	519.81	867.25	116.82
48.900	2413.1	955.18	1457.9	260.30	447.59	247.29	495.73	847.87	114.31
49.100	2555.4	993.08	1562.4	271.01	476.26	245.80	503.12	935.19	124.04
49.300	2492.3	967.98	1524.3	255.67	460.86	251.45	519.66	885.17	119.45
49.500	2490.1	949.15	1541.0	254.25	452.78	242.12	522.24	898.84	119.87
49.700	2569.0	923.10	1645.9	230.78	463.96	228.37	547.85	969.76	128.28
49.900	2594.4	974.53	1619.9	235.86	483.41	255.27	496.12	989.92	133.81
50.100	2654.8	1009.3	1645.5	246.56	509.41	253.35	534.47	980.10	130.94
50.300	2742.3	1026.1	1716.2	281.72	483.97	260.40	533.20	1044.2	138.86
50.500	2808.8	1043.7	1765.1	271.17	529.86	242.68	558.51	1062.9	143.68
50.700	2931.0	1139.7	1791.3	298.86	584.71	256.18	578.83	1070.4	142.02
50.900	3038.0	1143.5	1894.5	288.08	583.28	272.15	607.36	1134.8	152.30
51.100	3177.9	1248.5	1929.4	313.43	623.18	311.91	619.20	1156.5	153.71
51.300	3307.2	1279.6	2027.7	334.00	632.56	313.02	630.72	1233.2	163.68
51.500	3493.0	1333.9	2159.1	327.21	690.59	316.12	687.17	1298.6	173.34
51.700	3697.3	1376.4	2320.9	369.97	702.07	304.40	721.17	1412.7	186.99
51.900	3912.2	1513.2	2399.1	362.74	789.67	360.75	718.23	1482.9	197.88
52.100	4146.9	1617.1	2529.8	398.34	850.18	368.53	804.33	1523.5	202.02
52.300	4383.6	1672.2	2711.4	433.29	841.84	397.05	814.51	1674.0	222.92
52.500	4886.2	1873.8	3012.4	476.33	924.80	472.64	876.00	1889.7	246.78
52.700	5313.2	2016.2	3297.0	493.33	1044.5	478.36	980.13	2043.3	273.52
52.900	5712.1	2122.1	3589.9	540.62	1117.2	464.33	1103.8	2196.8	289.39
53.100	6195.2	2325.6	3869.6	651.25	1153.9	520.45	1181.0	2372.3	316.30
53.300	6566.6	2440.1	4126.6	636.97	1205.8	597.26	1316.7	2483.6	326.29
53.500	7325.8	2723.7	4602.2	720.84	1360.5	642.37	1449.9	2780.7	371.59
53.700	7894.7	2914.2	4980.5	761.62	1470.6	681.92	1532.2	3047.2	401.11
53.900	8665.0	3154.2	5510.8	813.96	1606.9	733.35	1711.3	3355.9	443.55
54.100	9478.6	3362.3	6116.3	864.35	1696.9	801.02	1961.0	3669.5	485.86
54.300	10333	3730.6	6602.6	940.33	1865.1	925.18	2090.5	3984.9	527.21
54.500	11134	3984.1	7150.0	1035.0	1942.9	1006.3	2282.1	4298.5	569.39
54.700	11987	4278.6	7708.4	1156.3	2140.4	981.89	2463.8	4629.5	615.18
54.900	12826	4513.7	8312.8	1217.3	2274.4	1022.1	2679.0	4977.4	656.45
55.100	14048	5009.4	9038.8	1296.8	2497.9	1214.7	2886.0	5430.5	722.31
55.300	15016	5196.6	9819.3	1385.4	2576.1	1235.1	3186.4	5861.0	771.91
55.500	16330	5636.6	10694	1539.9	2722.2	1374.5	3481.8	6363.8	847.97
55.700	17496	6144.1	11352	1673.5	3052.9	1417.7	3703.8	6753.3	894.42
55.900	18844	6496.3	12348	1743.9	3165.5	1586.8	4095.3	7286.1	966.56
56.100	19967	6737.9	13229	1789.5	3374.3	1574.0	4285.0	7897.9	1046.1
56.300	21160	7210.3	13950	1912.3	3519.5	1778.6	4616.6	8232.3	1101.1
56.500	22273	7549.5	14724	2007.7	3669.0	1872.8	4931.2	8643.0	1149.3
56.700	23349	7946.0	15403	2180.9	3879.1	1886.0	5156.7	9043.6	1202.8
56.900	24551	8269.3	16282	2260.7	3929.5	2079.2	5438.9	9572.1	1271.1
57.100	26029	8721.8	17308	2398.0	4156.1	2167.7	5785.1	10170	1352.9
57.300	27290	9253.0	18037	2522.9	4458.0	2272.2	6094.9	10542	1400.3
57.500	28562	9420.5	19141	2647.9	4503.6	2269.0	6349.1	11283	1508.8
57.700	29508	9741.7	19767	2655.7	4780.6	2305.4	6619.2	11602	1545.8
57.900	30745	10142	20604	2816.8	4854.6	2470.4	7019.9	11982	1601.6
58.100	31816	10512	21305	2911.6	4998.1	2602.1	7192.8	12452	1659.5
58.300	32909	10803	22105	2948.0	5169.7	2685.6	7513.5	12876	1716.3
58.500	33736	10907	22828	3048.9	5102.4	2756.0	7813.4	13243	1771.6
58.700	34897	11286	23611	3145.2	5273.8	2866.7	8058.4	13722	1830.6
58.900	35525	11433	24092	3097.2	5446.1	2890.0	8244.0	13977	1871.1
